OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y,CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
1646,DE-2013-001646,2013,06/14/2013,2126,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.17149,38.74861,2013 Jun 14 09:26:00 PM,6,Friday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,38.74861,-75.17149,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.171490000255 38.748610000277),S,Sussex,2013
1647,DE-2012-001647,2012,03/04/2012,0051,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.55615,39.69107,2012 Mar 04 12:51:00 AM,7,Saturday,1,Non-Reportable,Y,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.69107,-75.55615,14,Improper backing,0,No,N,,,,,N,POINT (-75.556149999998 39.691070000339),N,New Castle,2012
1648,DE-2015-001648,2015,05/26/2015,1634,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.50504,39.80216,2015 May 26 04:34:00 PM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.80216,-75.50504,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.505039999769 39.802159999701),N,New Castle,2015
1649,DE-2011-001649,2011,05/30/2011,1953,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.7536,39.68165,2011 May 30 07:53:00 PM,2,Monday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.68165,-75.7536,99,Unknown,0,No,N,,,,,N,POINT (-75.753600000383 39.681650000017),N,New Castle,2011
1650,DE-2015-001650,2015,08/09/2015,0327,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.63128,39.15992,2015 Aug 09 03:27:00 AM,7,Saturday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.15992,-75.63128,99,Unknown,0,No,N,,,,,N,POINT (-75.631279999609 39.159919999653),K,Kent,2015
1651,DE-2015-001651,2015,07/21/2015,0453,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.5672,39.73901,2015 Jul 21 04:53:00 AM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.73901,-75.5672,88,Other,0,No,N,,,,,N,POINT (-75.567200000238 39.739010000289),N,New Castle,2015
1652,DE-2013-001652,2013,03/11/2013,1930,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.68025,39.65452,2013 Mar 11 07:30:00 PM,2,Monday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,2,Cloudy,Y,N,N,N,N,39.65452,-75.68025,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.680249999931 39.654520000255),N,New Castle,2013
1653,DE-2015-001653,2015,11/06/2015,0754,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.55661,39.7464,2015 Nov 06 07:54:00 AM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.7464,-75.55661,99,Unknown,0,No,N,,,,,N,POINT (-75.556610000306 39.74639999979),N,New Castle,2015
1654,DE-2014-001654,2014,10/11/2014,0414,O,0,0,0,0,0,0,0,,2. Angle,5. Rain,4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.5945,39.68635,2014 Oct 11 04:14:00 AM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.68635,-75.5945,99,Unknown,0,No,N,,,,,N,POINT (-75.59450000025 39.686350000097),N,New Castle,2014
1655,DE-2009-001655,2009,05/03/2009,1759,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.3860304,38.6717808,2009 May 03 05:59:00 PM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.6717808,-75.3860304,,,0,No,N,,,,,N,POINT (-75.386030400411 38.67178080032),S,Sussex,2009
1656,DE-2015-001656,2015,02/18/2015,1316,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.73865,39.64758,2015 Feb 18 01:16:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64758,-75.73865,8,Following too close,0,No,N,,,,,N,POINT (-75.73865000027 39.647580000252),N,New Castle,2015
1657,DE-2012-001657,2012,06/18/2012,1853,O,0,0,0,0,0,0,0,,1. Rear End,9. Other,2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.1737,38.7484,2012 Jun 18 06:53:00 PM,2,Monday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,,,,,Y,N,N,N,N,38.7484,-75.1737,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.173699999584 38.748399999883),S,Sussex,2012
1658,DE-2015-001658,2015,09/30/2015,1614,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,Yes,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.76017,39.67953,2015 Sep 30 04:14:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,Y,Y,39.67953,-75.76017,5,Wrong side or wrong way,0,No,N,,,,,N,POINT (-75.760169999894 39.679529999932),N,New Castle,2015
1659,DE-2012-001659,2012,03/31/2012,0522,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.4501,39.80662,2012 Mar 31 05:22:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,Y,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.80662,-75.4501,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.450099999986 39.806620000106),N,New Castle,2012
1660,DE-2009-001660,2009,06/30/2009,1725,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.3848084,38.6909058,2009 Jun 30 05:25:00 PM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.6909058,-75.3848084,3,Passed Stop Sign,0,No,N,,,,,N,POINT (-75.384808399672 38.690905799664),S,Sussex,2009
1661,DE-2015-001661,2015,07/23/2015,0500,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.53757,39.75188,2015 Jul 23 05:00:00 AM,5,Thursday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,N,N,N,N,N,39.75188,-75.53757,99,Unknown,0,No,N,,,,,N,POINT (-75.537570000348 39.751880000296),N,New Castle,2015
1662,DE-2015-001662,2015,10/10/2015,0309,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.7045,39.61145,2015 Oct 10 03:09:00 AM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,39.61145,-75.7045,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.704500000365 39.611449999895),N,New Castle,2015
1663,DE-2010-001663,2010,06/29/2010,0423,O,0,0,0,0,0,0,0,,3. Head On,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.55312,39.73906,2010 Jun 29 04:23:00 AM,3,Tuesday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,4,Dark-Lighted,1,Clear,1,Clear,Y,N,N,N,N,39.73906,-75.55312,88,Other,0,No,N,,,,,N,POINT (-75.553119999613 39.739059999768),N,New Castle,2010
1664,DE-2015-001664,2015,08/15/2015,1444,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.20233,38.61447,2015 Aug 15 02:44:00 PM,7,Saturday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.61447,-75.20233,8,Following too close,0,No,N,,,,,N,POINT (-75.20233000029 38.614470000048),S,Sussex,2015
1665,DE-2015-001665,2015,06/24/2015,0420,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.6025,38.61808,2015 Jun 24 04:20:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,38.61808,-75.6025,99,Unknown,0,No,N,,,,,N,POINT (-75.602500000014 38.618079999844),S,Sussex,2015
1666,DE-2014-001666,2014,02/17/2014,2218,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.58689,39.6841,2014 Feb 17 10:18:00 PM,2,Monday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6841,-75.58689,7,Improper lane change,0,No,N,,,,,N,POINT (-75.586889999576 39.684100000179),N,New Castle,2014
1667,DE-2015-001667,2015,05/25/2015,0400,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.08143,38.71294,2015 May 25 04:00:00 AM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.71294,-75.08143,3,Passed Stop Sign,0,No,N,,,,,N,POINT (-75.081429999723 38.712940000268),S,Sussex,2015
1668,DE-2015-001668,2015,07/14/2015,1622,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.65368,39.75415,2015 Jul 14 04:22:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.75415,-75.65368,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.653679999665 39.754149999714),N,New Castle,2015
1669,DE-2009-001669,2009,01/28/2009,0704,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,5. Darkness - Road Not Lighted,4. Icy,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.4302601,38.5989791,2009 Jan 28 07:04:00 AM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,4,Ice/Frost,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,38.5989791,-75.4302601,,,0,No,N,,,,,N,POINT (-75.430260099675 38.598979100211),S,Sussex,2009
1670,DE-2012-001670,2012,03/12/2012,0105,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.74111,39.11089,2012 Mar 12 01:05:00 AM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,1,Clear,Y,N,N,N,N,39.11089,-75.74111,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.741109999844 39.110889999913),K,Kent,2012
1671,DE-2014-001671,2014,04/26/2014,2303,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.69725,39.67332,2014 Apr 26 11:03:00 PM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.67332,-75.69725,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.697250000439 39.673319999655),N,New Castle,2014
1672,DE-2015-001672,2015,09/07/2015,2247,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.14398,38.76952,2015 Sep 07 10:47:00 PM,2,Monday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,3,Dusk,1,Clear,,,Y,N,N,N,N,38.76952,-75.14398,16,Mechanical defects,0,No,N,,,,,N,POINT (-75.14398000018 38.769520000295),S,Sussex,2015
1673,DE-2011-001673,2011,11/10/2011,2339,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.60796,39.07776,2011 Nov 10 11:39:00 PM,5,Thursday,1,Non-Reportable,N,N,88,Other,N,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,39.07776,-75.60796,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.607959999837 39.077759999746),K,Kent,2011
1674,DE-2011-001674,2011,07/30/2011,2303,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.53476,39.11276,2011 Jul 30 11:03:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,3,Dusk,1,Clear,,,Y,N,N,N,N,39.11276,-75.53476,8,Following too close,0,No,N,,,,,N,POINT (-75.534760000071 39.112760000034),K,Kent,2011
1675,DE-2015-001675,2015,06/05/2015,0400,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.68857,39.64467,2015 Jun 05 04:00:00 AM,6,Friday,1,Non-Reportable,N,N,99,Unknown,N,N,99,Unknown,99,Unknown,99,Unknown,,,Y,N,N,N,N,39.64467,-75.68857,99,Unknown,0,No,N,,,,,N,POINT (-75.68857000026 39.644669999679),N,New Castle,2015
1676,DE-2014-001676,2014,02/01/2014,2313,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.62101,39.64932,2014 Feb 01 11:13:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.64932,-75.62101,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.621010000242 39.649319999945),N,New Castle,2014
1677,DE-2009-001677,2009,06/19/2009,1722,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.6881995,39.6827282,2009 Jun 19 05:22:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.6827282,-75.6881995,8,Following too close,0,No,N,,,,,N,POINT (-75.688199500003 39.682728199975),N,New Castle,2009
1678,DE-2009-001678,2009,11/22/2009,1700,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5941095,39.7228244,2009 Nov 22 05:00:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7228244,-75.5941095,99,Unknown,0,No,N,,,,,N,POINT (-75.594109499901 39.722824400049),N,New Castle,2009
1679,DE-2013-001679,2013,11/17/2013,0416,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.60488,39.12914,2013 Nov 17 04:16:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.12914,-75.60488,1,Speeding,0,No,N,,,,,N,POINT (-75.604880000121 39.129139999897),K,Kent,2013
1680,DE-2009-001680,2009,10/14/2009,1148,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5242592,39.8284742,2009 Oct 14 11:48:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.8284742,-75.5242592,,,0,No,N,,,,,N,POINT (-75.524259200151 39.828474199723),N,New Castle,2009
1681,DE-2014-001681,2014,06/07/2014,1528,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.55048,39.76178,2014 Jun 07 03:28:00 PM,7,Saturday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.76178,-75.55048,8,Following too close,0,No,N,,,,,N,POINT (-75.550480000113 39.761779999997),N,New Castle,2014
1682,DE-2009-001682,2009,03/16/2009,1740,O,0,0,0,0,0,0,0,,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.590986,38.7298792,2009 Mar 16 05:40:00 PM,2,Monday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,38.7298792,-75.590986,,,0,No,N,,,,,N,POINT (-75.590986000166 38.729879199685),S,Sussex,2009
